"","X","X.1","Film","Rating","Actor.Group1","Actor.Group2","Actor.Group3","Actor.Group4","Director","Producer","Writer"
"276",276,276,2038518,5,0,0.56,0.44,0,6.38571429252625,5.80937453323327,5.86666663487752
"277",277,277,2038597,6.9,0,0,0.981481481481482,0.0185185185185185,7.03999996185303,6.90329669246743,6.68333339691162
"278",278,278,2038758,6.7,0,0,1,0,6.69999980926514,6.69999980926514,6.69999980926514
"279",279,279,2038822,5.6,0,0.0344827586206897,0.96551724137931,0,5.25,5.49270831545194,5.81999994913737
"280",280,280,2038894,7.1,0,0,1,0,7.09999990463257,6.77499990661939,7.09999990463257
"281",281,281,2039031,5,0,0.307692307692308,0.692307692307692,0,4.84999990463257,5.30880571063344,4.85499988396962
"282",282,282,2039032,4.7,0,0.28,0.72,0,4.84999990463257,5.24710341657888,4.85499988396962
"283",283,283,2039036,4.7,0,0.5,0.5,0,4.09999990463257,4.84722210301293,5.4333332379659
"284",284,284,2039143,6.9,0,0.0588235294117647,0.941176470588235,0,6.90000009536743,6.90000009536743,6.90000009536743
"285",285,285,2039246,7.5,0,0,1,0,6.59473687724063,6.54262789351179,7.21111112170749
"286",286,286,2039341,6.8,0,0,1,0,6.45000004768372,6.70006093860868,7.0666667620341
"287",287,287,2039358,7,0,0,1,0,6.79999995231628,6.52500001291434,6.79999995231628
"288",288,288,2039613,4.7,0,0.589285714285714,0.410714285714286,0,4.69999980926514,5.48333330154419,5.33333317438761
"289",289,289,2039837,7.9,0,0,0.259259259259259,0.740740740740741,6.45000004768372,7.04560611139644,7.17500007152557
"290",290,290,2039989,4.9,0,0.6875,0.3125,0,4.90000009536743,4.75416674713294,4.77777785725064
"291",291,291,2039999,3.3,0,0.8,0.2,0,3.29999995231628,4.02551015785762,3.29999995231628
"292",292,292,2040140,6.9,0,0.0344827586206897,0.96551724137931,0,6.67499995231628,6.35039683183034,6.63157894736842
"293",293,293,2040439,7.2,0,0.0114942528735632,0.988505747126437,0,6.29999995231628,6.36568950475847,6.61923067386334
"294",294,294,2040517,9,0,0,0,1,8.39999993642171,8.39999993642171,8.39999993642171
"295",295,295,2040687,6.4,0,0,1,0,7.35555553436279,6.76282058006678,6.96666661898295
"296",296,296,2040801,6.8,0,0.0666666666666667,0.933333333333333,0,6.80000019073486,5.89784321023637,6.80000019073486
"297",297,297,2040998,7.7,0,0,0.806451612903226,0.193548387096774,7.61428574153355,6.7457023194858,6.96666658492315
"298",298,298,2041117,7.1,0,0,0.846153846153846,0.153846153846154,7.64999985694885,6.98573864607681,7.49444434377882
"299",299,299,2041128,6.3,0,0.0588235294117647,0.941176470588235,0,5.90000009536743,6.16846169141623,5.90000009536743
"300",300,300,2041183,7.1,0,0,1,0,7.09999990463257,7.09999990463257,7.09999990463257
"301",301,301,2041245,6.3,0,0,1,0,6.96666669845581,6.42083336909612,6.125
"302",302,302,2041276,6.6,0,0,0.983050847457627,0.0169491525423729,6.89999993642171,6.5676193870784,6.59999990463257
"303",303,303,2041395,5.7,0,0.05,0.95,0,5.29999983310699,6.03113275209368,5.17999992370605
"304",304,304,2041634,6.1,0,0.04,0.96,0,6.77142858505249,6.20853616500299,6.17499995231628
"305",305,305,2042011,3.4,0,1,0,0,3.40000009536743,3.40000009536743,3.40000009536743
"306",306,306,2042018,4,0,0.862068965517241,0.137931034482759,0,4,4,4
"307",307,307,2042146,4.8,0,0.25,0.75,0,5.73333342870076,4.83888901604546,5.42500013113022
"308",308,308,2042182,3.3,0,0.5,0.5,0,3.29999995231628,3.70208329459031,3.29999995231628
"309",309,309,2042314,7.3,0,0,1,0,7.06666660308838,6.33024253133574,7.00000011920929
"310",310,310,2042351,6.5,0,0,1,0,6.53333330154419,6.55511766181273,6.70639535992645
"311",311,311,2042380,6.7,0,0.0161290322580645,0.983870967741935,0,6.57500004768372,6.69108943832557,6.78333322207133
"312",312,312,2042454,6.2,0,0.0224719101123595,0.97752808988764,0,6.64999985694885,6.33819432142708,6.69999986224704
"313",313,313,2042815,6.5,0,0,1,0,6.5,6.5,6.5
"314",314,314,2042974,6.8,0,0.0454545454545455,0.954545454545455,0,6.80000019073486,6.80000019073486,6.80000019073486
"315",315,315,2043238,6.9,0,0,1,0,6.90000009536743,6.72916671832403,6.90000009536743
"316",316,316,2043254,5.2,0,0.125,0.875,0,4.08000001907349,4.64710308653968,5.19999980926514
"317",317,317,2043590,6.2,0,0.0434782608695652,0.956521739130435,0,6.12142842156547,5.85104375688315,6.1898808990206
"318",318,318,2043598,6.1,0,0,1,0,5.45000004768372,6.12380945114862,6.09999990463257
"319",319,319,2043625,5.8,0,0.04,0.96,0,5.80000019073486,6.11958346515894,6.41666666666667
"320",320,320,2043744,5.7,0,0,1,0,5.69999980926514,5.69999980926514,5.69999980926514
"321",321,321,2043752,5.2,0,0.0487804878048781,0.951219512195122,0,5.19999980926514,6.06408589510294,5.89326919271396
"322",322,322,2043796,4.6,0,1,0,0,4.59999990463257,4.59999990463257,4.59999990463257
"323",323,323,2043815,7.1,0,0,1,0,6.5,6.5,6.5
"324",324,324,2043908,6.5,0,0,1,0,6.5,6.56428572109767,6.5
"325",325,325,2043936,7.6,0,0,0.6,0.4,7.59999990463257,6.63766666221619,7.59999990463257
"326",326,326,2044295,7.6,0,0,1,0,7.45000004768372,7.57499992847443,7.45000004768372
"327",327,327,2044355,6.5,0,0,1,0,6.6,6.17730445365754,6.32857142175947
"328",328,328,2044359,5.9,0,0.142857142857143,0.857142857142857,0,5.90000009536743,5.74285725184849,5.35000014305115
"329",329,329,2044363,5.2,0,0.0666666666666667,0.933333333333333,0,6.19999980926514,5.20833317438761,5.17499987284342
"330",330,330,2044752,6.8,0,0,1,0,6.80000019073486,6.80000019073486,6.80000019073486
"331",331,331,2044823,6.1,0,0,1,0,6.09999990463257,5.82083325584729,6.09999990463257
"332",332,332,2044902,7.5,0,0.0238095238095238,0.976190476190476,0,7.5,7.5,7.5
"333",333,333,2044915,5.7,0,0.0256410256410256,0.974358974358974,0,5.69999980926514,6.3049998998642,5.69999980926514
"334",334,334,2044949,7.2,0,0,1,0,7.19999980926514,7.19999980926514,7.19999980926514
"335",335,335,2045032,6.8,0,0,1,0,6.62499995231628,6.60880111735694,6.80000019073486
"336",336,336,2045091,5.9,0,0,1,0,5.90000009536743,5.90277787049611,5.90000009536743
"337",337,337,2045777,6.9,0,0,1,0,6.59999998410543,7.07500010728836,6.52499997615814
"338",338,338,2045795,6.8,0,0,1,0,6.80000019073486,6.50000016689301,6.80000019073486
"339",339,339,2045931,4,0,0.35,0.65,0,4,4.23999999364217,4
"340",340,340,2046526,7.1,0,0,1,0,7.28181825984608,6.92508154583763,7.36111113760206
"341",341,341,2046729,5.5,0,0,1,0,6.25,5.64000000953674,5.73333326975505
"342",342,342,2046802,7,0,0,1,0,7.4764705545762,7.15820270795966,7.38333331214057
"343",343,343,2046890,7.2,0,0,1,0,7.09999990463257,6.73462443345273,7.17499983310699
"344",344,344,2047007,6.3,0,0,1,0,6.37500011920929,6.35111122043044,6.30000019073486
"345",345,345,2047142,7.5,0,0,1,0,6.89230772165152,6.47730953466325,6.70000004768372
"346",346,346,2047167,5.3,0,0,1,0,5.66000003814697,5.25746034364852,5.625
"347",347,347,2047431,4.7,0,0.651515151515151,0.348484848484849,0,4.69999980926514,5.12857128324963,4.69999980926514
"348",348,348,2047577,7,0,0,1,0,6.25,7,6.65000009536743
"349",349,349,2047692,4.1,0,0.3,0.7,0,5.69999998266047,5.0207747080425,5.299999944369
"350",350,350,2048138,4.6,0,0.666666666666667,0.333333333333333,0,4.59999990463257,4.65199994723002,4.59999990463257
"351",351,351,2048237,7.8,0,0,0.166666666666667,0.833333333333333,6.70000004768372,7.80000019073486,7.80000019073486
"352",352,352,2048296,3.4,0,0.8,0.2,0,3.40000009536743,3.40000009536743,3.40000009536743
"353",353,353,2048471,5.6,0,0,1,0,5.59999990463257,5.59999990463257,5.59999990463257
"354",354,354,2048538,5.1,0,0.0714285714285714,0.928571428571429,0,5.09999990463257,5.21635797288683,5.09999990463257
"355",355,355,2048680,3.1,0,1,0,0,3.40588233050178,3.4429292221262,3.09999990463257
"356",356,356,2048681,3.6,0,1,0,0,3.40588233050178,3.50575749512875,3.59999990463257
"357",357,357,2048851,6.7,0,0,1,0,6.5,6.43399992715745,6.5
"358",358,358,2048959,7.7,0,0,0.285714285714286,0.714285714285714,7.69999980926514,7.69999980926514,7.69999980926514
"359",359,359,2048986,5.5,0,0.1,0.9,0,5.5,5.64111109309726,5.5
"360",360,360,2049057,5.9,0,0,1,0,5.55000007152557,6.00665522189837,5.71249997615814
"361",361,361,2049139,7.6,0,0,0.333333333333333,0.666666666666667,8.03333330154419,7.59999990463257,7.81666660308838
"362",362,362,2049194,7.4,0,0,0.986301369863014,0.0136986301369863,6.44666665395101,6.45928763099745,6.45317455322023
"363",363,363,2049240,6.9,0,0,1,0,6.90000009536743,6.90000009536743,6.90000009536743
"364",364,364,2049346,4.8,0,1,0,0,4.80000019073486,5.03333346048991,4.80000019073486
"365",365,365,2049372,6,0,0,1,0,6,5.72999997138977,6
"366",366,366,2049810,5.3,0,0.1875,0.8125,0,5.30000019073486,5.30000019073486,5.30000019073486
"368",368,368,2050055,5.5,0,0.0277777777777778,0.972222222222222,0,5.40000009536743,6.02436089910063,5.52857147430887
"369",369,369,2050095,6.3,0,0.0175438596491228,0.982456140350877,0,6.30000019073486,6.29787013117369,6.66666666666667
"370",370,370,2050208,5.6,0,0,1,0,5.53333330154419,5.56666660308838,5.53333330154419
"371",371,371,2050266,2.6,0,0.94047619047619,0.0595238095238095,0,2.59999990463257,2.70416657129923,2.59999990463257
"372",372,372,2050448,7.5,0,0,1,0,6.5,6.67999992370605,5.95000004768372
"373",373,373,2050533,7.4,0,0,1,0,7.40000009536743,5.83333341280619,7.40000009536743
"374",374,374,2050593,6.7,0,0,1,0,6.89999985694885,6.70689980328775,6.58749989668528
"375",375,375,2050603,6.6,0,0,1,0,4.46666661898295,6.33526454829665,6.59583325187365
"376",376,376,2050642,6.6,0,0,1,0,6.59999990463257,6.14328346001606,6.83333317438761
"377",377,377,2050657,7.4,0,0.027027027027027,0.972972972972973,0,5.97142859867641,6.58120078680785,6.72222222222222
"378",378,378,2050739,5.5,0,0.125,0.875,0,5.5,5.43257571892305,5.5
"379",379,379,2051018,6.6,0,0.166666666666667,0.833333333333333,0,6.59999990463257,6.21857134444373,6.59999990463257
"380",380,380,2051128,6.3,0,0,1,0,6.30000019073486,6.30000019073486,6.30000019073486
"381",381,381,2051781,7,0,0,1,0,7,7,7
"382",382,382,2051977,7.4,0,0,1,0,6.85000014305115,6.95500007867813,7.40000009536743
"383",383,383,2052020,6.3,0,0,1,0,6.30000019073486,6.30000019073486,6.30000019073486
"384",384,384,2052132,4.2,0,0.933333333333333,0.0666666666666667,0,4.19999980926514,4.19999980926514,4.19999980926514
"385",385,385,2052191,7.3,0,0,0.928571428571429,0.0714285714285714,6.90000009536743,7.30000019073486,6.67500001192093
"386",386,386,2052315,8.6,0,0,0,1,8.60000038146973,8.60000038146973,8.60000038146973
"387",387,387,2052615,7.3,0,0,1,0,7.30000019073486,6.02888885604011,6.7800000667572
"388",388,388,2052645,3.1,0,0.666666666666667,0.333333333333333,0,3.09999990463257,3.89999993642171,4.32666665712992
"389",389,389,2052820,7.6,0,0,0,1,7.59999990463257,7.59999990463257,7.59999990463257
"390",390,390,2052911,7.3,0,0,1,0,6.90000009536743,7.30000019073486,6.97500002384186
"391",391,391,2052912,5.8,0,0.142857142857143,0.857142857142857,0,5.80000019073486,5.80000019073486,5.80000019073486
"392",392,392,2052956,7.9,0,0,0.470588235294118,0.529411764705882,7.90000009536743,6,7.90000009536743
"393",393,393,2052963,6.2,0,0,1,0,6.19999980926514,6.09999984502792,6.19999980926514
"394",394,394,2053015,4.8,0,0.619047619047619,0.380952380952381,0,5.90000009536743,6.04378744298324,6.11428574153355
"395",395,395,2053256,2.9,0,0.76,0.24,0,2.90000009536743,3.48205135724483,2.90000009536743
"396",396,396,2053258,4.5,0,0.595744680851064,0.404255319148936,0,4.5,4.5,4.5
"397",397,397,2053371,3.8,0,0.826086956521739,0.173913043478261,0,3.79999995231628,3.79999995231628,3.79999995231628
"398",398,398,2053380,3.4,0,0.7,0.3,0,3.40000009536743,4.06309532267707,3.97500002384186
"399",399,399,2053392,3.5,0,0.955555555555556,0.0444444444444444,0,4.59999990463257,4.04999995231628,4.59999990463257
"400",400,400,2053394,5,0,0.272727272727273,0.727272727272727,0,6.40000002724784,5.97768990397308,5
"401",401,401,2053502,6.5,0,0.0714285714285714,0.928571428571429,0,6.5,6.00952377773467,6.5
"402",402,402,2053515,5.9,0,0.0394736842105263,0.960526315789474,0,6.19999990463257,6.07008746116311,6.275000055631
"403",403,403,2053525,6,0,0,1,0,6,6.29166668256124,6
"404",404,404,2053623,4.6,0,0.333333333333333,0.666666666666667,0,4.59999990463257,5.27767464505646,4.89999997615814
"405",405,405,2053646,6.3,0,0,1,0,6.30000019073486,6.38750010728836,6.30000019073486
"406",406,406,2053740,6.5,0,0,1,0,6.5,6.5,6.5
"407",407,407,2054002,6.7,0,0,1,0,6.69999980926514,6.80666650136312,6.69999980926514
"408",408,408,2054009,7.1,0,0,0.9875,0.0125,6.12380948520842,6.67049866776713,6.55291664799054
"409",409,409,2054046,4.8,0,0.7,0.3,0,4.80000019073486,5.17201765718914,4.80000019073486
"410",410,410,2054124,7.2,0,0,1,0,7.31666668256124,6.39602266387506,7.01249993509716
"411",411,411,2054172,8.2,0,0,0.5,0.5,8.19999980926514,8.19999980926514,8.19999980926514
"412",412,412,2054280,6,0,0.00925925925925926,0.990740740740741,0,6.23999996185303,6.36000000194267,6.15000009536743
"413",413,413,2054322,7.8,0,0,0.526315789473684,0.473684210526316,7.64000005722046,7.27828577109746,7.39285721097674
"414",414,414,2054532,4.2,0,0.434782608695652,0.565217391304348,0,4.19999980926514,5.35666661610206,5.21111106872559
"415",415,415,2054535,4.4,0,0.629032258064516,0.370967741935484,0,4.40000009536743,4.40000009536743,4.84666674578631
"416",416,416,2054572,3.6,0,0.658536585365854,0.341463414634146,0,4.30000004172325,3.64888882504569,3.97142863273621
"417",417,417,2054577,7.8,0,0,0.351351351351351,0.648648648648649,7.40000009536743,7.12190484581413,7.40000009536743
"418",418,418,2054585,6.7,0,0,1,0,7.10800003051758,6.68645825982094,6.88999989827474
"419",419,419,2054928,6.6,0,0,1,0,6.95000004768372,6.11432660019759,6.62499994039536
"420",420,420,2055078,4.8,0,0.625,0.375,0,5.20000004768372,5.16666671435038,5.20000004768372
"421",421,421,2055086,6.5,0,0.0208333333333333,0.979166666666667,0,6.5,6.19888393545435,5.59999992450078
"422",422,422,2055223,6.5,0,0,1,0,6.76249998807907,7.18869041229682,6.79791663421525
"423",423,423,2055397,5.5,0,0,1,0,5.5,5.5,5.5
"424",424,424,2055402,6.9,0,0,0.974358974358974,0.0256410256410256,6.27142858505249,6.17563776497938,6.60833336909612
"425",425,425,2055404,6.2,0,0,1,0,6.17499983310699,6.06370590995106,6.32179484611902
"426",426,426,2055481,7.1,0,0,1,0,7.09999990463257,7.09999990463257,7.09999990463257
"427",427,427,2055532,7.6,0,0,0.222222222222222,0.777777777777778,7.59999990463257,7.59999990463257,7.59999990463257
"428",428,428,2055573,7.4,0,0,0,1,7.60000002384186,7.69285715477807,7.60000002384186
"429",429,429,2055718,3.9,0,0.974358974358974,0.0256410256410256,0,4.22500002384186,4.06250005960464,3.99591842962771
"430",430,430,2055730,7.2,0,0,1,0,6.52499985694885,6.92999982833862,7.19999980926514
"431",431,431,2055807,5.4,0,0,1,0,5.40000009536743,5.32000007629395,5.40000009536743
"432",432,432,2056063,7.5,0,0.00334448160535117,0.973244147157191,0.0234113712374582,6.76666673024495,6.46231345900574,6.32199997901917
"433",433,433,2056128,6.3,0,0,1,0,6.30000019073486,6.30000019073486,6.30000019073486
"434",434,434,2056145,6.5,0,0,1,0,6.54999995231628,6.40973193203653,6.90000009536743
"435",435,435,2056169,6.4,0,0,1,0,6.40000009536743,6.26250010728836,6.12500011920929
"436",436,436,2056520,4.7,0,0.214285714285714,0.785714285714286,0,5.39999993642171,4.64166663421525,4.20222214592828
"437",437,437,2056640,7.3,0,0,1,0,7.45000004768372,7.45000004768372,7.45000004768372
"438",438,438,2056696,7.5,0,0,1,0,7.5,6.70000004768372,7.5
"439",439,439,2056896,6.3,0,0,1,0,6.32000002861023,6.12572045058412,6.30000019073486
"440",440,440,2056916,4.2,0,0.5,0.5,0,4.75,4.56666660308838,4.75
"441",441,441,2056957,7.3,0,0,1,0,7.30000019073486,6.97333346605301,7.30000019073486
"442",442,442,2056968,7.7,0,0,0.384615384615385,0.615384615384615,7.69999980926514,7.69999980926514,7.69999980926514
"443",443,443,2057010,7.7,0,0,0.72972972972973,0.27027027027027,7.60000014305115,7.31034630635084,7.40999983151754
"444",444,444,2057284,8.7,0,0,0,1,8.77999992370605,8.75,8.75
"445",445,445,2057368,6.8,0,0,1,0,6.55000019073486,6.925000111262,6.80000019073486
"446",446,446,2057410,6.9,0,0,1,0,6.90000009536743,6.5,6.90000009536743
"447",447,447,2057725,7.5,0,0,1,0,7.5,7.48763440757669,7.5
"448",448,448,2057763,6.9,0,0,1,0,6.90000009536743,6.72142859867641,6.36666667461395
"449",449,449,2057797,5.7,0,0.0135135135135135,0.986486486486487,0,6.0142857006618,5.95353169475283,6.04999983310699
"450",450,450,2057968,6.4,0,0,1,0,6.65000003576279,6.48445808111924,6.83333333333333
"451",451,451,2057973,6.2,0,0.0303030303030303,0.96969696969697,0,6.56666660308838,6.34977550097186,6.42681810639121
"452",452,452,2058119,5.4,0,0.130434782608696,0.869565217391304,0,5.40000009536743,5.57470767470131,5.40000009536743
"453",453,453,2058125,8,0,0,0,1,8,7.20000012715658,8
"454",454,454,2058137,7.3,0,0,0,1,7.56000003814697,7.56000003814697,7.56000003814697
"455",455,455,2058398,7.6,0,0.0277777777777778,0.194444444444444,0.777777777777778,7.75,7.68999996185303,7.80000003178914
"456",456,456,2058530,3,0,0.75,0.25,0,2.75,3,4.92499995231628
"457",457,457,2058585,4.4,0,0.363636363636364,0.636363636363636,0,4.40000009536743,4.45555565092299,4.40000009536743
"458",458,458,2059001,5.2,0,0.0857142857142857,0.914285714285714,0,4.34999990463257,5.20093988681486,5.67499989271164
"459",459,459,2059169,7,0,0.0416666666666667,0.958333333333333,0,6.32000002861023,6.27952374333427,7.08833328882853
"460",460,460,2059211,5.6,0,0,1,0,5.59999990463257,5.59999990463257,5.59999990463257
"461",461,461,2059221,3.1,0,0.72,0.28,0,3.09999990463257,4.16939393245813,3.09999990463257
"462",462,462,2059222,5.3,0,0.0833333333333333,0.916666666666667,0,6.6333335240682,6.15777791076236,5.55000019073486
"463",463,463,2059376,5.2,0,0,1,0,5.39999985694885,5.59999990463257,5.39999985694885
"464",464,464,2059849,4.4,0,0.68,0.32,0,4.40000009536743,4.38333342653332,4.40000009536743
"465",465,465,2059860,5,0,0.386363636363636,0.613636363636364,0,6.09999990463257,6.00805988822047,5.68333333188837
"466",466,466,2059863,3.9,0,0.857142857142857,0.142857142857143,0,3.90000009536743,3.99629639696192,3.90000009536743
"467",467,467,2059942,3.8,0,0.647058823529412,0.352941176470588,0,3.79999995231628,4.28290595763769,3.79999995231628
"468",468,468,2060065,5.6,0,0.037037037037037,0.962962962962963,0,5.59999990463257,5.63499991893768,5.59999990463257
"469",469,469,2060081,5.7,0,0.0625,0.9375,0,5.69999980926514,5.74388878610399,5.69999980926514
"470",470,470,2060159,3.3,0,0.8,0.2,0,3.29999995231628,3.44999994039536,3.29999995231628
"471",471,471,2060387,7.1,0,0,1,0,7.09999990463257,7.09999990463257,7.09999990463257
"472",472,472,2060404,6,0,0,1,0,6,6.11614797648524,6
"473",473,473,2060596,6.3,0,0,1,0,5.10000014305115,6.22962979917173,6.30000019073486
"474",474,474,2060607,5.9,0,0.0425531914893617,0.957446808510638,0,5.90000009536743,6.15309372166403,5.90000009536743
"475",475,475,2060776,6.2,0,0.0555555555555556,0.944444444444444,0,6.19999980926514,6.30687786500936,6.19999980926514
"476",476,476,2060779,8.4,0,0,0.142857142857143,0.857142857142857,8.39999961853027,8.39999961853027,8.39999961853027
"477",477,477,2060807,5.2,0,0.0428571428571429,0.957142857142857,0,5.19999980926514,5.31773801570137,5.42499983310699
"478",478,478,2060878,7.2,0,0,1,0,7.19999980926514,7.17499983310699,7.19999980926514
"479",479,479,2061028,7.1,0,0,1,0,5.12499994039536,6.37499996026357,7.09999990463257
"480",480,480,2061160,5,0,0.254901960784314,0.745098039215686,0,5.69999996821086,5.38819133409648,5.97555561595493
"481",481,481,2061161,4.4,0,0.483870967741935,0.516129032258065,0,5.80000003178914,5.27530013782717,4.82400008201599
"482",482,482,2061212,3.1,0,0.45,0.55,0,4.07875002622604,4.4309258999372,3.85000000397364
"483",483,483,2061273,5.5,0,0.0487804878048781,0.951219512195122,0,5.5,5.76190476190476,5.79599996566772
